"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL327782";"";"0";"299.40";"0";"3.02";"9";"Sc1nc2c(OCCNCc3ccccc3)cccc2[nH]1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"29.05";"0.57";"5.68";"17.42";"False";"CHEMBL674832";"Inhibition of [3H]spiperone binding to human Dopamine receptor D3 in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132669";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";"CHEMBL3308072";""
"CHEMBL69271";"NAXAGOLIDE";"0";"247.34";"0";"2.49";"6";"CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21";"Ki";"'='";"0.21";"nM";"9.68";"";"";"UO_0000065";"39.13";"0.73";"7.19";"29.60";"False";"CHEMBL673332";"Tested for antagonist binding affinity by measuring displacement of [3H]spiperone from Human Dopamine receptor D3 expressed in CHO K-1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133458";"1";"Scientific Literature";"J. Med. Chem.";"2000";"CHEMBL3308072";""
"CHEMBL83722";"";"0";"877.15";"2";"10.16";"13";"C(=C/Cn1c(-c2ccc(OCCCN3CCN(c4ccccc4)CC3)cc2)nc2ccccc21)\Cn1c(-c2ccc(OCCCN3CCN(c4ccccc4)CC3)cc2)nc2ccccc21";"Ki";"'='";"275.0";"nM";"6.56";"";"";"UO_0000065";"7.48";"0.14";"-3.60";"9.78";"False";"CHEMBL666892";"Binding affinity towards human cloned Dopamine D3 receptor in CHO cells by [3H]spiperone displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128063";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";"CHEMBL3308072";""
"CHEMBL160626";"";"0";"351.84";"0";"3.18";"11a";"N#Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12";"Ki";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"13.03";"0.25";"1.41";"9.64";"False";"CHEMBL872879";"In vitro binding affinity at human cloned dopamine receptor D3 stably expressed in CHO cells by [3H]spiperone displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135071";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"CHEMBL3308072";""
"CHEMBL544220";"";"0";"445.97";"0";"4.63";"6k";"COc1ccccc1N1CCN(CCCCc2cc(-c3ccc(F)cc3)no2)CC1.Cl";"Ki";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"18.65";"0.35";"3.01";"18.30";"False";"CHEMBL674409";"Displacement of the radioligand [3H]YM-09151-2 from cloned human Dopamine receptor D3 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135103";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"CHEMBL3308072";""
"CHEMBL94015";"";"0";"249.31";"0";"1.94";"(+)-28, PD-128907";"CCCN1COC[C@@H]2c3cc(O)ccc3OC[C@H]21";"Ki";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"35.93";"0.68";"7.02";"21.37";"False";"CHEMBL675667";"Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D3 expressed on CHO K-1 cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129692";"1";"Scientific Literature";"J. Med. Chem.";"1996";"CHEMBL3308072";""
"CHEMBL145141";"";"0";"514.69";"2";"6.78";"6";"COc1ccc(S(=O)(=O)Cc2ccccc2)cc1-c1ccc(CN2CCCCCC2c2ccccc2)[nH]1";"Ki";"'='";"3.981";"nM";"8.40";"";"";"UO_0000065";"16.32";"0.31";"1.62";"13.46";"False";"CHEMBL673121";"Ability to displace [125I]-sulpiride from human Dopamine receptor D3, expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129847";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1997";"CHEMBL3308072";""
"CHEMBL389559";"";"0";"295.43";"0";"3.79";"9";"CN1CCCc2ccccc2Cc2ccc(O)cc2CCC1";"Ki";"'='";"3964.0";"nM";"5.40";"";"";"UO_0000065";"18.28";"0.34";"1.61";"23.02";"False";"CHEMBL895725";"Displacement of [3H]spiperone from human dopamine D3 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148752";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL93779";"";"0";"309.37";"0";"2.75";"(+/-)-6";"Oc1nc2c3c(ccc2[nH]1)CCC(CNCc1ccccc1)O3";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"29.09";"0.53";"6.25";"12.83";"False";"CHEMBL674991";"Affinity for the Human Dopamine receptor D3 was determined using membranes from CHO cells labeled with [3H]spiperone";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135019";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"CHEMBL3308072";""
"CHEMBL85";"RISPERIDONE";"4";"410.49";"0";"3.59";"10";"Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"19.49";"0.36";"4.41";"12.47";"True";"CHEMBL895619";"Displacement of [3H]spiperone from human dopamine D3 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148822";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL310843";"";"0";"326.83";"0";"3.31";"1a";"Clc1ccc(N2CCN(Cc3cc4ccccn4n3)CC2)cc1";"Ki";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"17.73";"0.34";"2.49";"24.37";"False";"CHEMBL1031100";"Displacement of [3H]spiperone from human cloned dopamine D3 receptor L2.64F mutant expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158482";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3307715";""
"CHEMBL240773";"QUINPIROLE";"0";"219.33";"0";"2.00";"quinpirole";"CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21";"Ki";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"33.33";"0.62";"5.31";"22.90";"False";"CHEMBL1059355";"Displacement of [3H]spiperone from human cloned dopamine D3 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154597";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072";""
"CHEMBL276778";"";"0";"295.43";"0";"3.71";"8";"COc1ccc2c(c1)CCN(C)CCCc1ccccc1C2";"Ki";"'='";"507.0";"nM";"6.29";"";"";"UO_0000065";"21.31";"0.39";"2.58";"50.48";"False";"CHEMBL895725";"Displacement of [3H]spiperone from human dopamine D3 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148752";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL1255837";"DIHYDROERGOCRISTINE MESYLATE";"0";"707.85";"1";"2.72";"DIHYDROERGOCRISTINE MESYLATE";"CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O";"IC50";"'='";"2.288";"nM";"8.64";"";"";"UO_0000065";"14.12";"0.26";"5.92";"7.31";"False";"CHEMBL1909141";"DRUGMATRIX: Dopamine D3 radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL92189";"";"0";"365.45";"0";"4.54";"19";"Cc1c(-c2ccc(F)cc2)nc(O)n1C1CCN(Cc2ccccc2)CC1";"Ki";"'='";"930.0";"nM";"6.03";"";"";"UO_0000065";"16.50";"0.31";"1.49";"14.61";"False";"CHEMBL674994";"Affinity to displace [3H]spiperone from cloned human Dopamine receptor D3 stably expressed in HEK393 cell lines";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK393";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132306";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None";""
"CHEMBL71173";"";"0";"289.38";"0";"3.85";"8";"C1=C(c2nc3ccccc3[nH]2)CCN(Cc2ccccc2)C1";"Ki";"'='";"4400.0";"nM";"5.36";"";"";"UO_0000065";"18.51";"0.33";"1.51";"16.78";"False";"CHEMBL666966";"Displacement of [3H]spiperone from human dopamine receptor subtype hD3 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130515";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1997";"CHEMBL3308072";""
"CHEMBL3590081";"";"0";"396.51";"1";"5.28";"5";"CCCN(CCCCNC(=O)/N=N/c1ccc(F)cc1)C1Cc2ccccc2C1";"EC50";"'='";"2.6";"nM";"8.59";"";"";"UO_0000065";"21.65";"0.40";"3.31";"15.05";"False";"CHEMBL3590825";"Activation of wild type human dopamine D3 receptor expressed in HEK293 cells co-expressing GaqG66Di5- incubated for 120 mins by scintillation counting based myo-[3H]inositol phosphate accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588764";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL3597642";"";"0";"441.96";"0";"4.43";"15";"COc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2cc3ccccc3o2)CC1";"Ki";"'='";"0.907";"nM";"9.04";"";"";"UO_0000065";"20.46";"0.40";"4.61";"15.60";"False";"CHEMBL3599874";"Displacement of [3H]-N-methylspiperone from human dopamine D3 receptor (unknown origin) expressed in HEK293 cells after 1 hr by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596172";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL3589576";"";"0";"386.45";"0";"4.64";"9";"CCCN(CCNC(=O)/N=N/c1ccc(F)c(F)c1)C1Cc2ccccc2C1";"Ki";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"22.13";"0.42";"3.91";"14.99";"False";"CHEMBL3592695";"Displacement of [3H]spiperone from human dopamine D3 receptor expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588764";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3308072";""
"CHEMBL3588998";"";"0";"485.42";"0";"4.31";"17a, RDS 02-28";"OC(CCn1cc(-c2ccc3[nH]ccc3c2)nn1)CN1CCN(c2cccc(Cl)c2Cl)CC1";"Ki";"'='";"5.85";"nM";"8.23";"";"";"UO_0000065";"16.96";"0.34";"3.92";"11.25";"False";"CHEMBL3591125";"Displacement of [3H]-N-methylspiperone from human dopamine D3 receptor expressed in HEK293 cell membranes after 1 hr by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588746";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL1765638";"";"0";"426.60";"1";"5.74";"21";"CCCN(CCCCNC(=O)c1ccccc1-c1ccccc1)C1Cc2ccccc2C1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"21.10";"0.38";"3.26";"27.83";"False";"CHEMBL1768394";"Displacement of [3H]spiperone from wild type human dopamine D3 receptor expressed in HEK293 cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765048";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL22892";"";"0";"287.36";"0";"2.83";"8 [table 6]";"Oc1ccc(OCCNCCCOc2ccccc2)cc1";"Ki";"'='";"234.42";"nM";"6.63";"";"";"UO_0000065";"23.07";"0.43";"3.80";"13.07";"False";"CHEMBL835390";"Binding affinity to displace [3H]spiperone from cloned human dopamine receptor D3 was determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143544";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL4436562";"";"0";"368.48";"0";"3.09";"4";"CCc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1";"EC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"15.16";"0.28";"2.50";"13.29";"False";"CHEMBL4406524";"Agonist activity at human D3R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL1774542";"";"0";"474.41";"1";"5.43";"8o";"O=C(NCCC(F)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2ccccc2c1";"Ki";"'='";"6.1";"nM";"8.21";"";"";"UO_0000065";"17.32";"0.35";"2.78";"23.09";"False";"CHEMBL1777179";"Displacement of [125I]-IABN from human dopamine D3 receptor expressed in HEK293 cells after 60 mins by gamma counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772985";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL4515234";"";"0";"456.99";"0";"4.66";"9b";"CCc1cccc(N2CCN(CC(F)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl";"IC50";"'='";"95.0";"nM";"7.02";"";"";"UO_0000065";"15.37";"0.30";"2.36";"13.67";"False";"CHEMBL4415929";"Antagonist activity at human D3 receptor expressed in CHO cells assessed as inhibition of quinpirole-induced mitogenesis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414587";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3308072";""
"CHEMBL4546210";"";"0";"488.00";"0";"4.94";"10a";"CCc1cc(Cl)c(OC)c(N2CCN(CC(F)CCNC(=O)c3cc4ccccc4o3)CC2)c1";"IC50";"'='";"490.0";"nM";"6.31";"";"";"UO_0000065";"12.93";"0.25";"1.37";"10.89";"False";"CHEMBL4415929";"Antagonist activity at human D3 receptor expressed in CHO cells assessed as inhibition of quinpirole-induced mitogenesis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414587";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3308072";""
"CHEMBL97440";"";"0";"532.71";"2";"5.40";"2q";"CS(=O)(=O)Oc1ccc2c(c1)CC[C@H]1[C@H]2CCCN1CCCCNC(=O)c1ccc(-c2ccccc2)cc1";"Ki";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"12.58";"0.24";"1.30";"8.85";"False";"CHEMBL673116";"Binding affinity at Dopamine receptor D3 expressed in CHO cells by [125I]iodosulpiride displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130629";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"CHEMBL3308072";""
"CHEMBL301265";"PRAMIPEXOLE";"4";"211.33";"0";"1.58";"25";"CCCN[C@H]1CCc2nc(N)sc2C1";"Ki";"'='";"0.88";"nM";"9.06";"";"";"UO_0000065";"42.85";"0.88";"7.48";"17.78";"True";"CHEMBL829818";"High inhibition constant against [3H]spiperone binding to human Dopamine receptor D3 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143571";"1";"Scientific Literature";"J. Med. Chem.";"2005";"CHEMBL3308072";""
"CHEMBL414838";"";"0";"481.43";"1";"5.16";"30";"O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccnc2)cc1";"Ki";"'='";"0.9";"nM";"9.05";"";"";"UO_0000065";"18.79";"0.37";"3.89";"18.66";"False";"CHEMBL838684";"Binding affinity for human dopamine D3 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145183";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL12713";"SERTINDOLE";"4";"440.95";"0";"4.63";"sertindole";"O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1";"Ki";"'='";"8.2";"nM";"8.09";"";"";"UO_0000065";"18.34";"0.36";"3.46";"19.96";"False";"CHEMBL673837";"Binding affinity towards human Dopamine receptor D3";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149193";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
"CHEMBL300780";"";"0";"494.47";"1";"5.90";"2, NGB2904";"O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2";"Ki";"'='";"0.233";"nM";"9.63";"";"";"UO_0000065";"19.48";"0.39";"3.73";"27.07";"False";"CHEMBL3591367";"Displacement of [3H]N-methylspiperone from human dopamine D3 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588810";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL92439";"";"0";"498.72";"1";"6.22";"6g";"CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2nc(C(C)(C)C)ncc2C1";"Ki";"'='";"12.59";"nM";"7.90";"";"";"UO_0000065";"15.84";"0.29";"1.68";"13.59";"False";"CHEMBL679079";"Tested for the ability to displace [125I]iodosulpiride from human cloned Dopamine receptor D3, expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131981";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";"CHEMBL3308072";""
"CHEMBL8412";"IPSAPIRONE";"0";"401.49";"0";"1.22";"Ipsapirone";"O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"14.75";"0.29";"4.70";"6.83";"False";"CHEMBL831652";"Inhibition of dopamine D3 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138746";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
"CHEMBL4084262";"";"0";"491.71";"1";"5.36";"1";"COc1ccccc1N1CCC2(CCN(CCCSc3nnc(-c4ccccc4)n3C)CC2)CC1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"16.11";"0.31";"2.56";"17.06";"False";"CHEMBL4397356";"Displacement of [125I]IABN from recombinant human D3 receptor stably expressed in HEK293 cell membranes measured after 60 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4396871";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";""
"CHEMBL114379";"";"0";"385.85";"0";"3.96";"10";"Oc1nc2ccccc2n1C1CCN(Cc2cc3c(cc2Cl)OCO3)CC1";"IC50";"'='";"1910.0";"nM";"5.72";"";"";"UO_0000065";"14.82";"0.29";"1.76";"9.57";"False";"CHEMBL670426";"Inhibition of human dopamine receptor D3";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL42";"CLOZAPINE";"4";"326.83";"0";"3.72";"clozapine";"CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1";"Ki";"'='";"372.3";"nM";"6.43";"";"";"UO_0000065";"19.67";"0.38";"2.71";"20.83";"False";"CHEMBL1120961";"Binding affinity to dopamine D3 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157752";"1";"Scientific Literature";"J. Nat. Prod.";"2010";"None";""
"CHEMBL3965582";"";"0";"514.65";"2";"6.32";"BDBM180717";"O=C(N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)c1ccc(-n2cccc2)cc1";"Ki";"'='";"2.607";"nM";"8.58";"";"327386";"UO_0000065";"16.68";"0.31";"2.26";"13.56";"False";"CHEMBL3887261";"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resuspended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12,000 rpm and adjusted to a final concentration of approximately 7.5 ug protein/well (D2, D3) and 15 ug protein/well (5-HT2A), respectively.The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 ul with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 uM-0.1 nM for 1 h at RT. At the end of the incubation, the reaction mixtures were filtered on to unifilter 96-well white microplates with bonded GF/C filters.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886245";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL99913";"";"0";"354.86";"0";"2.88";"11";"CS(=O)(=O)Nc1cc(OCCNCc2ccccc2)ccc1Cl";"Ki";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"22.43";"0.47";"5.08";"11.80";"False";"CHEMBL669163";"Binding affinity towards human cloned dopamine (hD3) receptor expressed in CHO cells using [3H]spiperone as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131356";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"CHEMBL3308072";""
