"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL47050";"PENFLURIDOL";"0";"523.97";"2";"7.53";"PFL";"OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"Ki";"'='";"867.0";"nM";"6.06";"";"";"UO_0000065";"11.57";"0.23";"-1.47";"25.83";"False";"CHEMBL4260828";"Displacement of [3H]DAMGO from human MOR expressed in HEK cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257579";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL77001";"";"0";"443.59";"0";"3.62";"25";"Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CNCc1ccccc1";"IC50";"'='";"0.65";"nM";"9.19";"";"";"UO_0000065";"20.71";"0.38";"5.57";"11.69";"False";"CHEMBL757823";"Binding affinity at cloned human mu-opioid receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134689";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL125742";"";"0";"381.52";"0";"3.17";"10";"CCN(CC)C(=O)c1ccc(C(c2cccc(OC)c2)N2CCNCC2)cc1";"IC50";"'='";"5290.0";"nM";"5.28";"";"";"UO_0000065";"13.83";"0.26";"2.11";"11.78";"False";"CHEMBL749744";"Binding affinity against cloned human Opioid receptor mu 1 using [125I]FK33824 as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133468";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
"CHEMBL1957843";"";"0";"426.58";"0";"3.17";"15";"CC[C@@]1(c2cccc(NS(C)(=O)=O)c2)[C@H]2CN(CC3Cc4ccccc4C3O)C[C@H]21";"Ki";"'='";"0.08";"nM";"10.10";"";"";"UO_0000065";"23.67";"0.46";"6.93";"14.50";"False";"CHEMBL1958664";"Antagonist activity at human mu opioid receptor by GTP-gamma S binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955785";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL3977883";"";"0";"441.62";"1";"5.75";"BDBM239873";"CN(C)C1(c2ccccc2)CCC(c2ccccc2)(N(C)C(=O)NCc2ccccc2)CC1";"Ki";"'='";"1.5";"nM";"8.82";"";"418445";"UO_0000065";"19.98";"0.37";"3.07";"24.80";"False";"CHEMBL3888831";"Binding Assay: The affinity to the human μ-opiate receptor was determined in a homogeneous preparation in microtiter plates. For this, dilution series of the respective compound to be tested were incubated for 90 minutes at room temperature with a receptor membrane preparation (15-40 mg of protein per 250 μl of incubation batch) of CHO-K 1 cells, which express the human μ-opiate receptor (RB-HOM receptor membrane preparation of NEN, Zaventem, Belgium), in the presence of 1 nmol/l of the radioactive ligand [3H'-naloxone (NET719, NEN, Zaventem, Belgium) and of 1 mg WGA-SPA beads (wheat germ agglutinin SPA beads from Amersham/Pharmacia, Freiburg, Germany) in a total volume of 250 μl. 50 mmol/l of tris-HCl supplemented by 0.05% by wt. of sodium azide and 0.06% by wt. of bovine serum albumin was used as incubation buffer. 25 μmol/l of naloxone were additionally added to determine the non-specific bond. After the ninety-minute incubation time had ended, the microtiter plates were centrifuged for 20 minutes at 1000 g and the radioactivity measured in a β-counter (Microbeta-Trilux, PerkinElmer Wallac, Freiburg, Germany).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886853";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL4106544";"";"0";"560.79";"2";"6.32";"BDBM199343";"COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](CSc1nc3ccccc3s1)C2";"Ki";"'='";"49.98";"nM";"7.30";"";"354589";"UO_0000065";"13.02";"0.26";"0.98";"16.66";"False";"CHEMBL3887789";"Radioligand Dose-Displacement Binding Assay: Radioligand dose-displacement binding assays for t-opioid receptors used 0.3 nM [3H]-diprenorphine (Perkin Elmer, Shelton, Conn.), with 5 mg membrane protein/well in a final volume of 500 ul binding buffer (10 mM MgCl2, 1 mM EDTA, 5% DMSO, 50 mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 2 hr at room temperature. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Perkin Elmer, Shelton, Conn.), presoaked in 0.5% polyethylenimine using a 96-well tissue harvester (Perkin Elmer, Shelton, Conn.) followed by performing three filtration washes with 500 ul of ice-cold binding buffer. Filter plates were subsequently dried at 50° C. for 2-3 hours. BetaScint scintillation cocktail (Perkin Elmer, Shelton, Conn.) was added (50 ul/well), and plates were counted using a Packard Top-Count.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886452";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL8072";"";"0";"574.68";"2";"-1.29";"NPY[1-5]";"NCCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"8.39";"0.16";"6.11";"2.31";"False";"CHEMBL756578";"Inhibitory activity against non-selective opiate receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136639";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"None";""
"CHEMBL284217";"";"0";"333.52";"0";"3.90";"16";"O=C1N[C@@H]2CCCC[C@H]2N1C1CCN(C2CCCCCCC2)CC1";"Ki";"'='";"1402.0";"nM";"5.85";"";"";"UO_0000065";"17.55";"0.33";"1.95";"16.45";"False";"CHEMBL753236";"Binding affinity towards opioid receptor mu 1 using [3H]- diprenophine as radioligand from membrane preparations of recombinant HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147615";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"CHEMBL3307715";""
"CHEMBL323726";"";"0";"540.71";"1";"4.73";"8e";"CC(C)CC(=N)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5";"Ki";"'='";"47.4";"nM";"7.32";"";"";"UO_0000065";"13.55";"0.25";"2.59";"7.00";"False";"CHEMBL751571";"Ability to displace [3H]DAMGO from human recombinant Opioid receptor mu 1 in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145106";"1";"Scientific Literature";"J. Med. Chem.";"2003";"CHEMBL3308072";""
"CHEMBL326320";"";"0";"443.89";"0";"4.41";"18";"Cc1ccc2nc(O)n(C3CCN(C(=O)OCc4cc5c(cc4Cl)OCO5)CC3)c2c1";"IC50";"'='";"1235.0";"nM";"5.91";"";"";"UO_0000065";"13.31";"0.26";"1.50";"6.87";"True";"CHEMBL757060";"Binding affinity against mu-opiate receptor (human) using [3H]DAMGO radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134447";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL326370";"";"0";"217.31";"0";"2.20";"1l";"C[C@@H]1C2Cc3ccc(O)cc3[C@]1(C)CCN2";"Ki";"'='";"1721.0";"nM";"5.76";"";"";"UO_0000065";"26.53";"0.49";"3.56";"17.87";"False";"CHEMBL746681";"Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane";"B";"BAO_0000249";"cell membrane format";"Cercopithecidae";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127360";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None";""
"CHEMBL4107918";"";"0";"517.74";"2";"5.85";"BDBM199366";"COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](CSCc1ccccc1)C2";"Ki";"'='";"4.69";"nM";"8.33";"";"354613";"UO_0000065";"16.09";"0.31";"2.48";"26.93";"False";"CHEMBL3887789";"Radioligand Dose-Displacement Binding Assay: Radioligand dose-displacement binding assays for t-opioid receptors used 0.3 nM [3H]-diprenorphine (Perkin Elmer, Shelton, Conn.), with 5 mg membrane protein/well in a final volume of 500 ul binding buffer (10 mM MgCl2, 1 mM EDTA, 5% DMSO, 50 mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 2 hr at room temperature. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Perkin Elmer, Shelton, Conn.), presoaked in 0.5% polyethylenimine using a 96-well tissue harvester (Perkin Elmer, Shelton, Conn.) followed by performing three filtration washes with 500 ul of ice-cold binding buffer. Filter plates were subsequently dried at 50° C. for 2-3 hours. BetaScint scintillation cocktail (Perkin Elmer, Shelton, Conn.) was added (50 ul/well), and plates were counted using a Packard Top-Count.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886452";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL324635";"";"0";"362.90";"1";"5.20";"6b";"N[C@@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1ccccc1)c1ccccc1";"Ki";"'='";"1654.0";"nM";"5.78";"";"";"UO_0000065";"15.93";"0.30";"0.58";"19.76";"False";"CHEMBL751582";"Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134945";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"CHEMBL3308072";""
"CHEMBL2409169";"";"0";"713.75";"1";"1.83";"4";"NC(=O)[C@H](CNC(=O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)Cc1ccccc1.O=C(O)C(F)(F)F";"Ki";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"14.14";"0.26";"6.65";"5.05";"False";"CHEMBL2410920";"Displacement of [3H]DAMGO from mu opioid receptor (unknown origin) expressed in CHO cells after 90 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407012";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2013";"CHEMBL3308072";""
"CHEMBL104042";"";"0";"299.41";"0";"3.31";"(+)-1b";"Oc1cccc2c1O[C@H]1CCC[C@H]3CN(CC4CC4)CC[C@]213";"Ki";"'='";"1330.0";"nM";"5.88";"";"";"UO_0000065";"19.63";"0.36";"2.57";"17.97";"False";"CHEMBL1038966";"Displacement of [125I]OXY from human mu opioid receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156815";"1";"Scientific Literature";"J. Med. Chem.";"2010";"CHEMBL3308072";""
"CHEMBL1645202";"";"0";"325.43";"0";"4.61";"3a, WMS-1828, fluspidine";"FCCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21";"Ki";"'='";"456.0";"nM";"6.34";"";"";"UO_0000065";"19.49";"0.36";"1.73";"50.85";"True";"CHEMBL1646514";"Displacement of radioligand from mu opioid receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641560";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL127788";"";"0";"402.58";"1";"5.48";"19d";"CCN(CC)C(=O)c1ccc(C(=C2CCN(CC3CC3)CC2)c2ccccc2)cc1";"IC50";"'='";"3390.0";"nM";"5.47";"";"";"UO_0000065";"13.59";"0.25";"-0.01";"23.23";"False";"CHEMBL749749";"Binding affinity on cloned opioid receptor mu 1 in human HEK293S cells using [125I]FK33824 as radioligand.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293S";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133469";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
"CHEMBL3264742";"";"0";"500.60";"1";"3.32";"4a";"O=C1[C@H]2O[C@@]34CC[C@@]5(OCOc6c(O)ccc7c6[C@@]3(CCN(CC3CC3)[C@@H]4C7)[C@H]25)N1Cc1ccccc1";"EC50";"'='";"1.8";"nM";"8.74";"";"";"UO_0000065";"17.47";"0.32";"5.42";"12.24";"False";"CHEMBL3271443";"Agonist activity at human mu opioid receptor expressed in HEK293 cells by CellKey method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259551";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2014";"CHEMBL3307715";""
"CHEMBL283480";"";"0";"430.38";"0";"4.28";"1a";"O=C1NCN(c2ccccc2)C12CCN(C1CCc3c(Cl)ccc(Cl)c3C1)CC2";"Ki";"'='";"7.2";"nM";"8.14";"";"";"UO_0000065";"18.92";"0.38";"3.86";"22.89";"False";"CHEMBL753393";"Competitive binding displacement analyses was performed from permanently transfected HEK293 cells expressing human Opioid receptor mu 1";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132995";"1";"Scientific Literature";"J. Med. Chem.";"2000";"CHEMBL3307715";""
"CHEMBL4237854";"";"0";"481.63";"0";"4.26";"7b";"COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)OC(=O)C(C)C)[C@@H](C2)N(CC2CC2)CC[C@]315";"Ki";"'='";"34.1";"nM";"7.47";"";"";"UO_0000065";"15.50";"0.29";"3.21";"13.05";"False";"CHEMBL4234963";"Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229484";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL4243112";"";"0";"515.65";"1";"4.92";"7c";"COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)OC(=O)c4ccccc4)[C@@H](C2)N(CC2CC2)CC[C@]315";"Ki";"'='";"73.9";"nM";"7.13";"";"";"UO_0000065";"13.83";"0.26";"2.21";"12.46";"False";"CHEMBL4234963";"Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229484";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL102150";"";"0";"477.69";"1";"5.63";"2i";"C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CCCC)cc2)c2cccc(OC)c2)C[C@H]1C";"IC50";"'='";"3340.0";"nM";"5.48";"";"";"UO_0000065";"11.46";"0.21";"-0.15";"15.20";"False";"CHEMBL754684";"Binding affinity for micro receptors by the inhibition of binding of [3H]DAMGO to Opioid receptor mu 1 in human cloned receptors.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130143";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL3409123";"";"0";"509.61";"2";"7.16";"12f";"Oc1ccc2c(c1)[C@]1(CCCCCc3ccccc3)CCN(CCc3ccccc3C(F)(F)F)C[C@@H]1O2";"Ki";"'='";"159.0";"nM";"6.80";"";"";"UO_0000065";"13.34";"0.25";"-0.36";"20.79";"False";"CHEMBL3412858";"Displacement of [3H]DAMGO from human recombinant opioid mu receptor expressed in CHO cell membranes after 2 hrs by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407384";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"CHEMBL3308072";""
"CHEMBL3397595";"";"0";"511.68";"1";"4.20";"3";"CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(OCCF)cc2CN1";"Ki";"'='";"63.08";"nM";"7.20";"";"";"UO_0000065";"14.07";"0.27";"3.00";"9.75";"False";"CHEMBL3399797";"Displacement of [3H]diprenorphine from human recombinant mu opioid receptor expressed in HEK cells after 60 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396991";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL1161416";"";"0";"559.71";"2";"2.62";"5 (S,S,R,R)";"Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@@H](O)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O";"Ki";"'='";"0.42";"nM";"9.38";"";"";"UO_0000065";"16.75";"0.31";"6.76";"5.90";"False";"CHEMBL753391";"Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145973";"1";"Scientific Literature";"J. Med. Chem.";"2003";"CHEMBL3308072";""
"CHEMBL3084552";"";"0";"530.88";"2";"7.01";"39";"COC(=O)N[C@@]1(c2ccc(Cl)cn2)C[C@@H]2CC[C@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl";"Ki";"'='";"961.0";"nM";"6.02";"";"";"UO_0000065";"11.33";"0.23";"-0.99";"11.05";"False";"CHEMBL1009677";"Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138605";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL389665";"";"0";"371.52";"1";"5.38";"51";"Cc1ccccc1C(c1ccccc1C)N1CCC(O)(c2ccccc2)CC1";"Ki";"'='";"2147.0";"nM";"5.67";"";"";"UO_0000065";"15.26";"0.28";"0.29";"24.15";"False";"CHEMBL888956";"Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3308072";""
"CHEMBL229018";"";"0";"433.60";"1";"6.98";"63";"c1ccc(COC2(c3ccccc3)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1";"Ki";"'='";"21455.0";"nM";"4.67";"";"";"UO_0000065";"10.77";"0.19";"-2.31";"37.44";"False";"CHEMBL888956";"Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3308072";""
"CHEMBL545185";"";"0";"376.93";"0";"4.05";"24";"CN(Cc1cccc2occc12)C(=O)[C@@H]1CCCC[C@H]1N1CCCC1.Cl";"Ki";"'='";"20300.0";"nM";"4.69";"";"";"UO_0000065";"13.78";"0.26";"0.64";"12.79";"False";"CHEMBL756357";"Binding affinity towards mu opioid receptor was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124535";"1";"Scientific Literature";"J. Med. Chem.";"1989";"None";""
"CHEMBL3144467";"";"0";"748.29";"2";"-1.63";"7";"CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H]1CC[C@H]2CCC[C@@H](C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@H](Cc3ccc(Cl)cc3)C(N)=O)N2C1=O";"Ki";"'='";"833.0";"nM";"6.08";"";"";"UO_0000065";"8.12";"0.16";"7.71";"2.03";"False";"CHEMBL751578";"Binding affinity against human Opioid receptor mu 1 (hMOR) was determined using [3H]diprenorphine in vitro transfected to COS-1 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"COS-1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149132";"1";"Scientific Literature";"J. Med. Chem.";"2004";"CHEMBL3308351";""
"CHEMBL106235";"";"0";"314.86";"0";"4.57";"13i-a";"CCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1";"Ki";"'='";"8067.0";"nM";"5.09";"";"";"UO_0000065";"16.18";"0.32";"0.52";"17.41";"False";"CHEMBL751582";"Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134945";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"CHEMBL3308072";""
"CHEMBL583066";"";"0";"692.86";"2";"0.61";"Page 211, R11C1";"NC(=O)[C@@H]1CSCSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1";"Ki";"'='";"0.016";"nM";"10.80";"";"";"UO_0000065";"15.58";"0.31";"10.19";"5.25";"False";"CHEMBL3762577";"Binding affinity at mu opioid receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758122";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None";""
"CHEMBL2397015";"";"0";"444.53";"0";"2.96";"4";"O=C(N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccccc1";"Ki";"'='";"4.34";"nM";"8.36";"";"";"UO_0000065";"18.81";"0.35";"5.40";"10.60";"False";"CHEMBL2399076";"Displacement of [3H]naloxone from mu opioid receptor (unknown origin) after 1.5 hrs";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL3325959";"";"0";"556.59";"0";"4.76";"4a";"CN[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12.O=C(O)CC(O)(CC(=O)O)C(=O)O";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"23.87";"0.44";"3.94";"23.48";"False";"CHEMBL3366609";"Displacement of [3H]naloxone from human MOP receptor expressed in CHO-K1 cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352090";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2014";"CHEMBL3307512";""
"CHEMBL301701";"";"0";"341.52";"0";"4.20";"9e";"C[C@H]1[C@H]2Cc3cc4sc(N)nc4cc3[C@]1(C)CCN2CC1CCC1";"Ki";"'='";"8.3";"nM";"8.08";"";"";"UO_0000065";"23.66";"0.46";"3.88";"19.17";"False";"CHEMBL749650";"Inhibition of [3H]-DAMGO binding to Opioid receptor mu 1 of Chinese hamster ovary membrane";"B";"BAO_0000019";"assay format";"Cricetulus griseus";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149134";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
